Taxa	FN.PctWtLoss	Pleth.Weight	Glucose.Weight
A067099783	4.444441975	21.5	20.1
A067099841	NA	28	26
A067100524	6.914889939	20.8	20.2
A067103315	5.78034348	20.6	18.1
A067103887	6.779657187	20	17.6
A067104348	NA	29.5	27.1
A067104802	NA	27.1	25.7
A067106356	6.282719224	NA	19.3
A067107007	4.812831651	23.6	21.2
A067107069	NA	22.6	20.4
A067107590	10.47119871	23	20.6
A067109370	1.265821984	17.8	17
A067109611	8.928567443	25.4	22.9
A067109771	5.645159014	27.3	26.1
A067111287	5.909088223	26.2	23.4
A067113538	6.79999728	29.4	27
A067113811	0.448430292	27	25.5
A067114278	1.398600421	NA	15.7
A067115002	3.205126151	NA	18.5
A067115563	3.921566705	23.4	20.7
A067116556	6.334838763	26.4	24.7
A067116848	5.555552469	21.2	18.2
A067117026	9.745758582	27.6	25.3
A067117351	4.89130169	20.7	18.4
A067117798	5.527635413	20.7	18.5
A067117838	4.736839612	22.6	21.6
A067117882	5.464477888	23	22
A067118074	4.39560198	19.3	18.2
A067118871	4.5685256	21.7	19
A067118882	NA	26.4	24
A067118890	7.106595377	23	19.7
A067119082	5.208330621	21.4	19.5
A067119610	4.845812843	24.2	22.2
A067120600	7.017540782	25.2	23.1
A067121332	9.039542916	NA	19
A067121382	11.36363206	29.4	25.9
A067121769	6.382975328	20.8	18.7
A067122316	7.100587514	18.5	17.3
A067256874	5.263155125	20.7	19.3
A067257074	8.185050468	31.5	27.8
A067257117	4.390241761	22.6	20.9
A067259573	6.854835946	26	24.6
A067259618	4.9999975	23.3	20.8
A067259785	5.853655681	23.4	21.1
A067260382	7.57575375	23.6	22.4
A067266284	3.409088972	21.9	20.3
A067268806	8.176095487	16.8	15.9
A067271542	5.917156262	20.6	17.7
A067273277	4.812831651	21.4	19.7
A067275045	4.575160408	18.1	17.2
A067276121	7.826083554	26.4	25.6
A067276309	5.641022748	21.9	20.4
A067276783	6.918234643	16.9	16.1
A067277521	10.0558603	21.3	19.1
A067277793	2.577318259	20.6	20.2
A067277806	4.605260128	18	17.3
A067278534	4.545451594	18.6	16.4
A067279373	8.045972387	20	16.9
A067281259	6.329111254	25.9	24.6
A067281559	7.920788158	23.5	20
A067284103	NA	19	17.4
A067284545	3.246751138	17.6	15.6
A067284590	8.092480871	23.9	20.7
A067285354	5.43478064	30	27.9
A067285801	8.333329248	23.2	21.8
A067289112	9.359601301	25.8	24.1
A067290788	6.282719224	23.6	22.5
A067290795	8.189651642	27.3	25.4
A067291774	6.79999728	NA	27.4
A067291818	10.09173849	24.2	NA
A067292638	3.124998372	23.2	22.2
A067292795	7.75193498	28.4	24.6
A067292874	9.090903926	NA	19.2
A067293358	5.298009736	18.4	17
A067294326	5.13833789	28.7	26.5
A067294370	3.44827388	20.6	18.5
A067295328	NA	25	24.6
A067295564	6.043952723	19.7	18.2
A067296011	3.636361433	18.7	17.2
A067296099	3.571426749	21.6	20.5
A067296859	5.699478912	21.3	18.9
A067298634	NA	20	18.4
A067299070	10.64814322	22.3	21.1
A067299810	4.975121903	23	19.9
A067299835	10.98484432	29.8	26.7
A067300011	4.571425959	18	17.3
A067300869	4.191614257	NA	18.4
A067301357	10.08771487	27.7	25.5
A067301560	9.459455198	25	21.8
A067301616	2.717389828	20.9	19.3
A067301776	9.009004951	24.5	23.5
A067301793	5.464477888	20.7	19.8
A067302041	6.508871888	21.4	19.5
A067302081	7.377046157	27.3	25.4
A067302541	10.1063776	24.6	22.5
A067302818	8.108103725	20	17.8
A067303053	8.552625952	18.3	16.4
A067303587	7.352937572	21.3	19.6
A067303813	8.064512877	28	24.9
A067303847	NA	27.4	25.4
A067303857	NA	17.4	16.1
A067304522	3.749998438	26.6	23.3
A067304542	2.352939792	18.6	17.4
A067304848	8.988758995	19.3	17
A067304885	11.68830663	NA	27.9
A067305066	5.882350058	23.7	21.7
A067305333	11.79774618	21	18.3
A067305352	7.758617345	25.5	24.6
A067305543	7.878783104	NA	17.2
A067306015	9.059230293	32	28.5
A067306302	9.638548411	18.4	17.3
A067306338	5.855853218	25.8	24.4
A067306375	6.395345119	19.7	18.7
A067306573	7.488983485	27	24.1
A067306625	5.703419885	27.6	26.8
A067306626	9.128626918	27	25.3
A067306825	4.694833477	25.7	23.4
A067307590	7.602334735	19.9	16.3
A067308778	9.016389747	27	24.8
A067308813	9.036139135	19.3	16.6
A067309299	7.22221821	NA	20.8
A067309323	9.374995815	25.4	22.9
A067309526	4.888886716	25.2	23.4
A067310358	7.905135215	29.2	26.8
A067310562	NA	20.6	20.3
A067310570	3.652966369	25	23.8
A067310594	6.451609435	22.4	20.3
A067311005	4.081630571	22.2	20.2
A067311866	5.847949797	19.4	17.9
A067313019	5.243443729	31.6	29.2
A067316112	6.34920299	21.6	19.4
A067317335	7.723574096	28	25.9
A067320280	9.478668494	23.3	21.8
A067320288	8.018864142	26	23.4
A067320841	2.764975684	25.1	21.7
A067320889	7.327583048	26	25.6
A083559041	2.450979191	23.2	21.4
A083564373	3.030301194	18.7	16.9
A083568891	5.769227996	22.4	20.2
A083583043	7.65305732	21	19.1
A083583091	5.699478912	20.4	19.5
A083583382	8.152169483	20.7	19.1
A083595329	7.906973067	23.7	21.5
A083609520	2.717389828	20.8	18.4
A083611550	11.32074938	22.5	20.6
A083611594	10.15227911	21.7	19.8
A084121087	5.472634093	21.4	18.8
A084123535	7.116102204	30.8	NA
A084124115	13.17072528	20.6	18.2
A084124302	4.687498169	29.3	25.9
A084124373	NA	20.7	18.5
A084124622	6.010925677	19.4	17.4
A084124633	8.778622604	29	27.7
A084124895	7.023409022	32.7	30.9
A084125270	5.479449553	NA	23.8
A084125374	8.185050468	32.6	29.7
A084125523	7.346935777	26.4	25.7
A084125534	6.018515732	23.6	22.7
A084125547	3.015073862	22	19.5
A084125622	6.463875869	29	26.5
A084125819	7.364338231	26.5	24.5
A084125831	5.853655681	23.1	17.2
A084126009	6.756754474	30.4	26.9
A084126030	5.53191254	27	NA
A084126070	4.059039093	31.7	29.8
A084126082	5.687201096	21.5	20.6
A084126103	8.759120891	30.8	27.2
A084126106	12.79999488	28.3	25.4
A084126126	7.116102204	28.8	28.1
A084126258	5.536330264	32.3	30
A084126295	6.506847087	31.7	28.8
A084126307	4.864862235	21.7	NA
A084126319	8.30188366	28	26.3
A084126369	4.382468374	27	24.3
A084126374	8.108104978	29.2	25
A084126549	11.58300711	26.7	23.8
A084126554	4.390241761	21.5	20.9
A084126577	3.515623627	28.1	25.5
A084126585	7.142853499	20.3	NA
A084126609	3.716214961	33.2	33.3
A084126630	10.16259749	27.4	24.6
A084126634	9.349589695	27.5	24.9
A084126638	5.701751885	24.7	24.2
A084126773	11.33332956	34.6	31.1
A084126777	5.687201096	NA	19.9
A084126810	7.172992754	26.4	23.6
A084126813	5.4151605	31	28
A084126850	8.823525704	25	22.7
A084126878	4.390241761	23.7	22.4
A084127001	7.279690697	28.9	26.2
A084127009	4.73372501	20	18.1
A084127010	7.441857004	21.8	20.8
A084127029	8.212556419	24.2	NA
A084127030	11.03202454	30.6	27.1
A084127033	6.593402971	19.2	18.3
A084127034	6.938772678	26.3	23.3
A084127035	4.270461114	33.1	31
A084127041	8.81225716	28.8	25.3
A084127047	7.228912759	28.8	18.7
A084127055	7.281549863	23.3	20.3
A084127065	9.163342963	NA	18.5
A084127079	5.901637409	32.4	30.1
A084127091	5.454543471	31.2	28.6
A084127094	0	17.3	15.9
A084127102	4.433495353	24.5	23.1
A084127110	5.154636518	22.2	18.9
A084127121	4.651160627	21.3	21.4
A084127262	1.746724128	25.4	24.5
A084127271	2.109703751	28.8	26.2
A084127285	5.612242035	22.5	20.1
A084127286	NA	26.8	25.3
A084127294	5.936070349	25	23.8
A084127295	7.865164121	20	17.9
A084127367	5.333330963	27.2	24.9
A084127379	8.064512877	26.1	24.1
A084127515	9.465016681	27.2	24.2
A084127546	NA	NA	NA
A084127585	8.527128478	28.2	26.8
A084127597	11.46244606	26	24.2
A084270338	5.862066944	33.3	31.5
A084270578	NA	26	24.1
A084270587	9.090904229	20.2	17.8
A084270589	4.040402	20.8	19
A084270590	10.75696783	26.3	NA
A084270629	7.112967735	27.7	25.4
A084270774	8.11965465	27	23.9
A084270895	4.5112765	27.1	17.6
A084271009	11.1913317	30	26.8
A084271039	6.077344709	20.2	18.7
A084271049	6.060603	22.4	18.9
A084271063	6.827306495	27.4	25.9
A084271100	11.63792602	25.5	22.7
A084271110	0.766283231	29.4	26.3
A084271126	12.33479633	23.8	21.6
A084271347	6.341460321	22.3	20.5
A084271369	9.961682007	29.8	26.2
A084271372	7.241376813	32.9	30.5
A084271374	6.190473243	21.2	25.9
A084271526	2.469134278	17.9	16.9
A084271536	7.987217895	33	30.5
A084271554	5.263155916	28.4	27
A084271577	NA	NA	19.7
A084271579	7.179483498	23.5	21
A084271613	5.725188655	29.2	26.3
A084271615	9.767437317	23.2	20.5
A084271822	3.124998605	25.1	23.9
A084271826	5.65370825	30.9	28.2
A084271831	10.4477573	30.5	24.3
A084271851	8.108103725	20.3	18.6
A084271874	4.368929918	23	21.8
A084271877	8.333330177	27.8	25
A084271878	2.499998438	18.5	17.3
A084271879	5.109487186	30.7	27.8
A084279514	5.43478064	29.7	27.7
A084279523	8.080804	22.8	20.1
A084279557	9.999996552	31.2	27.3
A084279561	NA	21.5	20.2
A084279591	5.454542149	18.2	16.3
A084279596	8.230449288	25	23.3
A084279598	7.086611383	28.5	26.3
A084279770	3.278687181	25.7	23.4
A084279806	6.329111254	27.3	24.4
A084279842	NA	17.6	16.5
A084279851	8.837205192	23	25
A084280034	3.964755963	23.6	22.1
A084280038	9.3862782	30.225	28.3
A084280051	6.953640082	35.8	32
A084280061	5.181344466	22	17.9
A084280063	6.692910751	26.9	25
A084280066	5.603445861	25	23
A084280069	6.028366657	31.8	30.5
A084280071	5.447468697	30.3	28.4
A084280094	4.705880507	28.2	27
A084280119	7.831320584	18	15.5
A084280124	8.021386085	18.9	17.4
A084280262	NA	NA	19.6
A084280270	5.508472242	26.7	25.2
A084280274	6.896548751	25.9	24.5
A084280275	7.812495931	21	18.4
A084280329	5.12820325	30	27.6
A084280342	1.923075999	25.8	23.1
A084280362	6.488547142	28	25
A084280536	6.030147724	21.3	18.6
A084280554	6.214685754	19.4	18.2
A084280565	3.012046378	18.6	16.6
A084280571	7.943921522	25	19.7
A084280574	8.917194612	35.6	31.5
A084280601	5.166049754	29.3	28.3
A084280614	6.425700231	29.2	26.4
A084280619	3.846151733	18.8	16.9
A084280626	7.731954777	NA	18.1
A084280627	3.260867793	20.7	18.1
A084280786	5.405403318	28	25.9
A084280829	7.903777353	30.3	28.1
A084280832	6.488547142	29	27.6
A084280842	5.188676798	22.1	20.9
A084280886	4.663210019	21.7	19.8
A084281011	4.932733214	26	23.5
A084281018	8.988758995	18.2	16.8
A084281046	9.923660334	29	25.7
A084281887	NA	NA	19.7
A084282637	4.975121903	20.5	19.8
A084282869	7.434941474	29.4	27.6
A084283770	NA	38	35.7
A084284329	3.755866781	23.3	20.6
A084284333	3.048778629	NA	19.3
A084284360	8.754205807	31	27.6
A084284365	5.555553627	33.1	30.3
A084284533	5.405402484	18.8	17
A084284539	5.579396747	27.5	24.8
A084284540	NA	21.5	20.1
A084284551	11.07142462	29.1	26.1
A084284561	5.555552984	23.6	21.5
A084284566	3.584228106	29.6	26.9
A084284570	3.135887409	33	31.5
A084284577	6.909088397	34	29.7
A084284635	9.523805401	25.4	22
A084284769	2.830187344	23	21.1
A084284777	8.490562033	25.4	23.9
A084284804	6.410253671	25.5	22.6
A084284816	5.17241082	19.8	NA
A084284823	7.142854308	29.3	26.4
A084284841	11.78343574	36.9	32.6
A084284842	7.421872101	28.4	25.3
A084284848	7.142853741	21	19.2
A084284887	8.284018767	19.1	17.7
A084285001	9.219854887	29	27.5
A084285015	7.327583048	25.7	NA
A084285035	2.475246299	21.5	19.8
A084285039	6.92307426	29	25.7
A084285095	7.79816156	26.6	24.4
A084285098	1.176469896	NA	21.9
A084285109	4.545451963	19.6	16.9
A084285310	5.964910188	31.2	29.2
A084285327	9.236944082	27.2	23.9
A084285328	6.097557258	17.6	17
A084285331	5.622487702	26.6	24.3
A084285341	6.106867898	29.9	26.7
A084285514	8.743164621	20.3	18.9
A084285515	2.980131464	34.5	31.8
A084285530	2.747251238	NA	18.5
A084285552	7.142853954	23.7	21
A084285554	7.999996444	NA	22.6
A084285587	4.897957185	27.6	26.2
A084285591	12.06896032	26.1	23.3
A084285629	7.179483498	21	18.6
A084285633	7.19999712	27.8	26.5
A084285786	6.4981926	30.4	NA
A084285787	7.758617345	25.5	22
A084285812	10.98900696	30.9	28.2
A084285820	7.575754706	29.3	27
A084285850	12.85713827	30.1	26.2
A084285862	7.936504787	30	27.7
A084285868	7.441857004	25.1	22.8
A084285891	5.188676798	22.8	21.7
A084286061	5.228754752	16.6	15.7
A084286071	6.222219457	26.8	24.4
A084286106	3.284670334	29.3	26.5
A084286107	7.812496948	28.3	25.5
A084286127	3.548385952	33.7	31.7
A084286258	6.854835946	27.3	25.5
A084286265	4.651160087	17.8	25.9
A084286286	7.777773457	19	17.1
A084286350	5.19999792	27.2	24.7
A084286354	6.866949843	27.1	24.8
A084286365	7.986108338	31.5	28.6
A084286374	5.603445861	25.6	23.5
A084286378	8.461535207	31.4	28.3
A084286518	5.639095624	31.2	27.8
A084286519	NA	37.3	34.6
A084286523	7.719295537	31.3	NA
A084286550	4.819274205	18.9	17.5
A084286581	4.739334247	21.8	NA
A084286587	9.756091612	17.9	16.1
A084286598	6.763281757	23.1	20.8
A084286619	7.749074631	24.7	26.7
A084286625	NA	24.7	23.2
A084286629	5.109487186	30.8	28.9
A084286771	4.329002455	25.5	23.8
A084286782	5.113633458	NA	18.1
A084286803	10.23255338	23.3	22.1
A084286806	8.433731553	27.2	24
A084286862	5.395681512	33	30.7
A084286879	7.305932737	23.9	21.3
A084286885	3.781511016	27.6	25.1
A084287026	7.65305732	21.2	NA
A084287046	NA	17.6	17.7
A084287050	7.317070621	31.4	29.2
A084287053	7.57575375	21.7	19.6
A084287257	5.490193925	29.1	25.8
A084287315	2.369667123	23.7	22.2
A084287354	10.52631183	31.2	26.7
A084287365	8.673464963	21.8	NA
A084287516	5.555552469	19.9	17
A084287630	4.9999975	22	23.7
A084287792	6.766914749	30.3	27.8
A084288028	NA	19.5	18.7
A084289027	4.591834392	NA	24.7
A084290318	7.116102204	29.2	28
A084290360	8.791205571	28.8	26.4
A084290531	9.691625687	25.3	23.1
A084290788	6.617644626	29.1	27.4
A084291310	7.301584984	36.2	33.4
A084291352	5.555553627	30.8	28.5
A084291356	8.370040366	25.7	24.4
A084291611	NA	19.5	18.1
A084291618	5.490193925	28.7	26.4
A084291628	6.024093966	27.7	26.6
A084291785	6.440675783	31.6	29.4
A084291787	9.292031287	24.6	22.3
A084292044	5.338076392	32.5	28.5
